index,座落,棟及號,建案名稱,總價,交易日期,單價,總面積,主建物占比,型態,樓別/棟高,交易標的,建物格局,車位總價,主要用途,主要建材,解約情形,交易明細,功能,備註,
2564,北投區文林北路與文承路交叉口,A5-22號,華固上文林,6380,113/03/15,126,56.81,59.25,bt05,22/25,3-1-3土3建1車1,3房2廳2衛,320,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,親友、員工、共有人或其他特殊關係間之交易,
2565,中正區仁愛路二段44號,A2-5F號,菁席,4578,113/03/15,160,32.94,55.65,bt06,5/7,2-1-2土2建1車1,2房2廳1衛,280,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
2566,萬華區西寧南路120號,F1-10F號,漢寶西門綻,2447,113/03/14,94.7,28.32,58.18,bt05,10/15,2-1-2土2建1車1,2房2廳2衛,180,(第二組)集合住宅(梯廳)(梯廳間)(H2),鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2567,松山區三民路３８號旁,A1-4樓號,將捷行書,4838,113/03/14,134.9,39.15,60.44,bt05,4/13,7-1-7土7建1車1,2房2廳2衛,270,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2568,松山區三民路３８號旁,A2-4樓號,將捷行書,5368,113/03/14,134.2,43.27,60.41,bt05,4/13,7-1-7土7建1車1,3房2廳2衛,270,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2569,北投區文林北路131號,A2號,家居安曼,6684,113/03/14,112.2,67.93,60.71,bt05,13/25,1-1-1土1建1車1,3房2廳2衛,260,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2570,士林區富光里葫蘆街30巷25號,A7-10F號,合矩青澄,2612,113/03/14,80,40.28,61.01,bt05,10/11,1-1-1土1建1車1,2房2廳2衛,280,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2571,大同區保安街51-57號、保安街49巷4-6號,C號,樂揚心閱,4318,113/03/14,96.5,51.16,60.78,bt05,15/15,14-1-14土14建1車1,3房2廳2衛,350,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2572,文山區木柵路三段47號,16F-2號,象山主人,2533,113/03/14,91.5,27.68,59.83,bt05,16/22,6-1-6土6建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2573,大同區永樂里南京西路,H棟0號,德璞永樂,3500,113/03/14,89.3,49.11,58.02,bt05,5/15,1-1-1土1建1車1,3房2廳2衛,260,住家用,鋼骨混凝土造,,明細加入比較,  Line 建坪單價計算,,
2574,南港區三重里三重路67巷,A棟1號,首泰大喆,6149,113/03/13,132.2,59.8,63.1,bt05,14/22,21-1-21土21建1車2,3房2廳2衛,680,住家用,鋼骨混凝土造,,明細加入比較,  Line 建坪單價計算,,
2575,中山區新生北路二段68巷,S棟S-13F號,中山麗池,2915,113/03/13,121.4,24.01,57.13,bt05,13/23,40-1-40土40建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2576,中山區聚盛里錦州街30巷,A棟A5-15F號,中山．吉美,4360,113/03/13,123.6,42.33,56.78,bt05,15/24,7-1-7土7建1車1,3房2廳2衛,300,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2577,大安區民輝里忠孝東路三段10巷1號,C棟C2-10F號,永陞韶華-韶光(大安館),11368,113/03/13,187,67.38,59.02,bt05,10/12,5-1-5土5建1車1,,400,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2578,大安區民輝里忠孝東路三段10巷1號,C棟C3-10F號,永陞韶華-韶光(大安館),11382,113/03/13,187,67.46,57.68,bt05,10/12,5-1-5土5建1車1,,400,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2579,大安區信義路四段30巷,A棟A2-9F號,全坤御大安.,6558,113/03/13,167.2,48.26,59.84,bt05,9/11,10-1-10土10建1車1,3房2廳2衛,330,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,交易總價含下列非屬預售屋價格之費用:裝潢費,
2580,內湖區民權東路六段210巷43號旁,A2-03F號,宏盛掬白,4460,113/03/13,104.4,49.19,58.14,bt05,3/11,3-1-3土3建1車1,3房2廳2衛,280,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2581,松山區八德路四段,A2-6F號,吉美艾麗,1670,113/03/13,104.9,19.87,60.81,bt05,6/14,10-1-10土10建1車1,,195,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2582,中山區新生北路149巷32號,A3-2F號,中山富寓,1042,113/03/12,104.1,10.01,55.41,bt06,2/10,2-1-2土2建1車0,1房1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2583,中山區新生北路149巷32號,A3-6F號,中山富寓,1071,113/03/12,107,10.01,55.41,bt06,6/10,2-1-2土2建1車0,1房1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2584,中山區新生北路二段68巷,S棟S-08F號,中山麗池,3180,113/03/12,132.5,24.01,57.13,bt05,8/23,40-1-40土40建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,交易總價含下列非屬預售屋價格之費用:裝潢費,
2585,內湖區文德路22巷44弄130號,A-8F號,德孚昀品,2592,113/03/12,105.6,24.56,59.4,bt05,8/11,14-1-14土14建1車0,2房1廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2586,中正區博愛路110號等,13F-A2號,博愛賦御,1180,113/03/12,133,8.88,63.94,bt05,13/15,6-1-6土6建1車0,1房1廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2587,大安區民輝里建國南路一段,A6-6F號,統創翼,6865,113/03/12,153.2,44.82,55.19,bt05,6/22,26-1-26土26建1車0,3房2廳2衛,,住家用,鋼骨造(供公眾使用建築物),,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,1.雨遮計坪不計價,
2588,內湖區康樂街136巷18弄12號,A7-12號,家騰真,2625,113/03/12,79.2,40.83,54.03,bt05,12/15,1-1-1土1建1車1,2房1廳2衛,210,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2589,萬華區福星里漢口街二段53巷18號,A2棟14F號,城中京湛,2262,113/03/12,95.4,23.71,53.44,bt05,14/15,7-1-7土7建1車0,2房1廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2590,萬華區福星里漢口街二段53巷18號,A4棟07F號,城中京湛,2606,113/03/12,92,34.44,60.55,bt05,7/15,7-1-7土7建1車1,2房1廳1衛,220,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2591,大同區萬全街48號,A棟2號,雙全星,2202,113/03/12,121.2,20.01,56.29,bt05,11/12,2-1-2土2建1車1,1房1廳1衛,250,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2592,萬華區福星里漢口街二段53巷18號,A3棟14F號,城中京湛,2024,113/03/12,92.4,21.89,58.05,bt05,14/15,7-1-7土7建1車0,2房1廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2593,中正區羅斯福路三段68號,C-19號,北城‧羅斯福,5685,113/03/12,146.3,49.53,55.41,bt05,19/21,26-1-26土26建1車1,2房2廳2衛,320,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,雨遮不計價,
2594,內湖區民權東路六段210巷43號旁,A5-11F號,宏盛掬白,3990,113/03/12,118.1,40.41,61.84,bt05,11/11,3-1-3土3建1車1,2房2廳2衛,300,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2595,信義區基隆路二段２２號旁,A1-21F號,華誼信義-閱明,5929,113/03/12,171.7,34.52,57.9,bt05,21/24,15-1-15土15建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2596,信義區基隆路二段２２號旁,A5-21F號,華誼信義-閱明,5146,113/03/12,179.7,36.62,59.14,bt05,21/24,15-1-15土15建1車1,2房2廳2衛,390,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2597,信義區基隆路二段２３號旁,B-16F號,華誼信義-閱翠,6722,113/03/12,183.9,36.56,58.72,bt05,16/24,19-1-19土19建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,本戶有露臺約定專用面積,
2598,信義區基隆路二段２３號旁,C-16F號,華誼信義-閱翠,6926,113/03/12,181.8,38.1,58.88,bt05,16/24,19-1-19土19建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,本戶有露臺約定專用面積,
2599,信義區基隆路二段２３號旁,D-16F號,華誼信義-閱翠,6936,113/03/12,182.8,37.93,58.96,bt05,16/24,19-1-19土19建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,本戶有露臺約定專用面積,
2600,大安區義村里仁愛路三段143巷,A7-17F號,富邦藝庭,6997,113/03/12,203.9,34.31,60.53,bt05,17/27,8-1-8土8建1車0,2房2廳2衛,,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,交易總價含下列非屬預售屋價格之費用:裝潢費,
2601,北投區光明路,A棟4F號,嘉磐日光,3692,113/03/12,88.8,47.7,58.94,bt05,4/20,17-1-17土17建1車1,3房2廳2衛,265,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2602,大同區萬全街48號,A棟2號,雙全星,2488,113/03/12,111.9,22.23,55.37,bt05,4/12,2-1-2土2建1車0,2房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
2603,中山區新生北路二段68巷,B棟B-14F號,中山麗池,2433,113/03/11,123.6,19.68,60.48,bt05,14/23,40-1-40土40建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2604,中山區新生北路二段68巷,G棟G-22F號,中山麗池,2342,113/03/11,135.2,17.32,53.82,bt05,22/23,40-1-40土40建1車0,1房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2605,中正區南昌路二段,G-11F號,世達懿居,4760,113/03/11,126.8,39.46,65.97,bt05,11/15,1-1-1土1建1車1,3房1廳2衛,220,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,露臺戶,
2606,大同區萬全街48號,A棟1號,雙全星,1530,113/03/11,119.2,12.84,54.83,bt05,11/12,2-1-2土2建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2607,大同區萬全街48號,A棟1號,雙全星,1256,113/03/11,125.9,13.8,62.02,bt05,1/12,2-1-2土2建1車2,1廳1衛,500,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2608,士林區福志里中山北路五段698巷,A3-8F號,中山北美,3055,113/03/11,118.7,32.13,57.44,bt06,8/10,5-1-5土5建1車1,2房2廳1衛,300,住家用,RC造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2609,大同區保安街51-57號、保安街49巷4-6號,B號,樂揚心閱,4772,113/03/11,87.8,61.53,58.92,bt05,4/15,14-1-14土14建1車1,3房2廳2衛,250,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2610,大同區保安街51-57號、保安街49巷4-6號,D號,樂揚心閱,2876,113/03/11,95.4,32.68,61.52,bt05,12/15,14-1-14土14建1車1,2房2廳1衛,200,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2611,北投區建民里文林北路23巷,A3-22F號,柏鴻君臨,7002,113/03/11,115.8,68.68,63.32,bt05,22/25,1-1-1土1建1車1,2房2廳3衛,370,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2612,士林區中山北路七段141巷21號,B21號,天母上苑,2766,113/03/11,104.3,35.81,62.93,bt05,8/12,1-1-1土1建1車1,2房2廳2衛,255,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2613,中正區丹陽街31號,B1-9F號,璞園丹陽,6299,113/03/11,168,46.88,59.12,bt05,9/11,1-1-1土1建1車1,2房2廳1衛,360,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2614,大安區臥龍街,A2棟3號,大安富御,5530,113/03/11,99.2,66.01,56.93,bt05,3/13,14-1-14土14建1車1,3房2廳2衛,330,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2615,南港區三重里三重路67巷,A棟1號,首泰大喆,6039,113/03/10,132.8,59.8,63.1,bt05,20/22,21-1-21土21建1車2,3房2廳2衛,545,住家用,鋼骨混凝土造,,明細加入比較,  Line 建坪單價計算,,
2616,中山區新生北路二段68巷,L棟L-17F號,中山麗池,3535,113/03/10,127.9,27.64,56.97,bt05,17/23,40-1-40土40建1車0,3房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2617,中山區新生北路二段68巷,R棟R-17F號,中山麗池,3097,113/03/10,125,24.78,57.38,bt05,17/23,40-1-40土40建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2618,內湖區文德路22巷44弄130號,C-6F號,德孚昀品,2272,113/03/10,104.1,21.83,61.15,bt05,6/11,14-1-14土14建1車0,2房1廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2619,中正區博愛路110號等,14-A7號,博愛賦御,1190,113/03/10,125.4,9.49,56.61,bt05,14/15,6-1-6土6建1車0,1房1廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2620,中正區詔安街240號旁,B棟B1-3F號,國雄中正,4314,113/03/10,87,57.38,54.23,bt05,3/11,24-1-24土24建1車1,3房2廳2衛,240,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
2621,士林區富光里葫蘆街30巷25號,A7-02F號,合矩青澄,2550,113/03/10,77.9,40.27,61,bt05,2/11,1-1-1土1建1車1,2房2廳2衛,280,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,本案含有約定專用露臺面積約6.07坪,
2622,士林區富光里葫蘆街30巷25號,A1-05F號,合矩青澄,2380,113/03/10,72,40.28,61.01,bt05,5/11,1-1-1土1建1車1,2房2廳2衛,280,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2623,中山區中山北路二段183巷,C-04號,耕青禾,6387,113/03/10,120,61.76,58.3,bt05,4/13,12-1-12土12建1車1,3房2廳2衛,310,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2624,大安區義村里仁愛路三段143巷,A6-23F號,富邦藝庭,6853,113/03/10,218.1,41.32,59.73,bt05,23/27,8-1-8土8建1車1,2房2廳2衛,410,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,交易總價含下列非屬預售屋價格之費用:裝潢費,
2625,北投區建民里承德路六段,C-02F號,士科潤山,4132,113/03/10,112,41.64,59.77,bt05,2/18,1-1-1土1建1車1,3房2廳2衛,295,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2626,大安區正聲里光復南路260巷、280巷,A1-5F號,鑄慕,8731,113/03/10,175,55.16,61.82,bt05,5/24,16-1-16土16建1車1,3房1廳2衛,550,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2627,南港區東新里興南街,B棟B7-07F號,擎天森林,5172,113/03/10,95,61.5,57.36,bt05,7/26,1-1-1土1建1車2,3房2廳2衛,680,住家用,鋼骨混凝土造,,明細加入比較,  Line 建坪單價計算,預售屋雨遮計坪不計價,
2628,中正區文盛里羅斯福路三段,20F-A2號,璞真宇見,4705,113/03/09,145.3,41.09,56.3,bt05,20/28,18-1-18土18建1車1,2房2廳1衛,370,住商用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2629,中正區文盛里羅斯福路三段,19F-A4號,璞真宇見,4569,113/03/09,139.1,41.73,56.46,bt05,19/28,18-1-18土18建1車1,2房2廳1衛,330,住商用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2630,中正區文盛里羅斯福路三段,20F-A4號,璞真宇見,4592,113/03/09,139.8,41.73,56.46,bt05,20/28,18-1-18土18建1車1,2房2廳1衛,330,住商用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2631,信義區基隆路一段,C-15F號,青后,3188,113/03/09,156.8,20.33,54.32,bt05,15/23,4-1-4土4建1車0,2房2廳1衛,,(第二組)多戶住宅(H-2),鋼骨RC造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2632,內湖區文德路22巷44弄130號,B-9F號,德孚昀品,2737,113/03/09,106,33.37,61.28,bt05,9/11,14-1-14土14建1車1,2房1廳2衛,275,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2633,中山區中山北路二段63號,B2號,國賓皇琚,21060,113/03/09,214,121.38,58.19,bt05,21/23,3-1-3土3建1車2,,700,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2634,南港區重陽里重陽路39巷,A棟A3-3F號,中瑋吾年,3980,113/03/09,101.7,45.77,59.31,bt06,3/9,1-1-1土1建1車1,2房2廳2衛,330,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2635,內湖區康樂街136號18弄12號,A6-4號,家騰真,2690,113/03/09,72.6,44.5,54.47,bt05,4/15,1-1-1土1建1車1,2房1廳2衛,210,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2636,士林區富光里葫蘆街30巷25號,A1-08F號,合矩青澄,2528,113/03/09,76.8,40.28,61.01,bt05,8/11,1-1-1土1建1車1,2房2廳2衛,290,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2637,士林區富光里葫蘆街30巷25號,A3-09F號,合矩青澄,1965,113/03/09,80,24.55,58.68,bt05,9/11,1-1-1土1建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2638,士林區富光里葫蘆街30巷25號,A2-06F號,合矩青澄,2820,113/03/09,72.3,46.26,60.15,bt05,6/11,1-1-1土1建1車1,3房2廳2衛,280,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2639,萬華區福星里漢口街二段53巷18號,A2棟8F號,城中京湛,2876,113/03/09,83.3,40.39,59.7,bt05,8/15,7-1-7土7建1車1,3房2廳2衛,220,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2640,大安區義村里仁愛路三段143巷,A5-16F號,富邦藝庭,7430,113/03/09,194.3,48.08,60.71,bt05,16/27,8-1-8土8建1車1,2房2廳2衛,410,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,交易總價含下列非屬預售屋價格之費用:裝潢費,
2641,大同區承德路三段328、330、332號,B-9F號,品嘉傳承,2368,113/03/09,83,28.53,61.49,bt05,9/13,5-1-5土5建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,親友、員工、共有人或其他特殊關係間之交易,
2642,內湖區週美里新豐街,A5-3F號,義泰值境,6088,113/03/09,117.3,60.69,60.73,bt05,3/11,1-1-1土1建1車1,3房2廳2衛,310,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2643,北投區建民里承德路六段,D-02F號,士科潤山,3968,113/03/09,107.1,42.36,59.77,bt05,2/18,1-1-1土1建1車1,3房2廳2衛,300,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2644,北投區桃源里中央北路三段140巷12號共9筆,A1棟5F號,馥新綻,3216,113/03/08,68.1,55.77,61.69,bt06,5/7,1-1-1土1建1車1,2房2廳2衛,255,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2645,中正區南昌路二段,F-10F號,世達懿居,3300,113/03/08,125.9,28.04,64.97,bt05,10/15,1-1-1土1建1車1,2房1廳1衛,230,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2646,中正區博愛路110號等,7F-A10號,博愛賦御,1190,113/03/08,121.4,9.8,54.44,bt05,7/15,6-1-6土6建1車0,1房1廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2647,中正區博愛路110號等,4F-A11號,博愛賦御,1130,113/03/08,115.3,9.8,54.44,bt05,4/15,6-1-6土6建1車0,1房1廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2648,中正區博愛路110號等,13F-A8號,博愛賦御,1165,113/03/08,122.8,9.49,56.61,bt05,13/15,6-1-6土6建1車0,1房1廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2649,中正區博愛路110號等,13F-A7號,博愛賦御,1185,113/03/08,124.9,9.49,56.61,bt05,13/15,6-1-6土6建1車0,1房1廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2650,中山區中山北路二段63號,A1號,國賓皇琚,27600,113/03/08,209.3,165.16,59.13,bt05,18/23,3-1-3土3建1車3,,1270,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2651,士林區富光里葫蘆街30巷25號,A5-05F號,合矩青澄,1756,113/03/08,71.5,24.55,58.68,bt05,5/11,1-1-1土1建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2652,中正區羅斯福路三段68號,B-21號,北城‧羅斯福,5534,113/03/08,148.4,47.98,56.82,bt05,21/21,26-1-26土26建1車1,2房2廳2衛,320,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,雨遮不計價,
2653,中正區羅斯福路三段68號,C-20號,北城‧羅斯福,5398,113/03/08,147.2,36.67,55.41,bt05,20/21,26-1-26土26建1車0,2房2廳2衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,雨遮不計價,
2654,信義區基隆路二段２２號旁,A5-9F號,華誼信義-閱明,5083,113/03/08,154.6,32.88,58.56,bt05,9/24,15-1-15土15建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2655,大同區承德路三段328、330、332號,D-4F號,品嘉傳承,1753,113/03/08,81,21.64,61.18,bt05,4/13,5-1-5土5建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2656,大同區保安街51-57號、保安街49巷4-6號,D號,樂揚心閱,2680,113/03/08,89.5,32.68,61.52,bt05,4/15,14-1-14土14建1車1,2房2廳1衛,170,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2657,大安區安東街35巷,B號,親家JIA,4695,113/03/08,156.2,34.91,52.03,bt05,6/13,12-1-12土12建1車1,2房1廳1衛,405,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2658,中正區文盛里羅斯福路三段,25F-A2號,璞真宇見,4779,113/03/07,149.4,42.12,56.3,bt05,25/28,18-1-18土18建1車1,2房2廳1衛,320,住商用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2659,中山區新生北路149巷32號,A3-4F號,中山富寓,1043,113/03/07,104.2,10.01,55.41,bt06,4/10,2-1-2土2建1車0,1房1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2660,萬華區興義街17號,C號,城西蒔光,2690,113/03/07,70.1,45.77,58.63,bt05,7/15,3-1-3土3建1車1,3房2廳2衛,235,住商用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
2661,萬華區興義街17號,A號,城西蒔光,2315,113/03/07,73.3,39.13,57.41,bt05,9/15,3-1-3土3建1車1,2房2廳2衛,235,住商用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
2662,中正區齊東街70巷,A1-4F號,中正H25,2399,113/03/07,123.1,25.02,55.99,bt06,4/7,1-1-1土1建1車1,1房1廳1衛,230,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
2663,南港區三重里三重路67巷,B棟4號,首泰大喆,2622,113/03/06,148.5,25.05,63.67,bt05,18/22,21-1-21土21建1車1,1房1廳1衛,270,住家用,鋼骨混凝土造,,明細加入比較,  Line 建坪單價計算,,
2664,中山區新生北路149巷32號,A2-8F號,中山富寓,2328,113/03/06,104.3,25.76,56.81,bt06,8/10,2-1-2土2建1車1,2房2廳1衛,220,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2665,中山區新生北路149巷32號,A3-3F號,中山富寓,1046,113/03/06,104.5,10.01,55.41,bt06,3/10,2-1-2土2建1車0,1房1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2666,中山區新生北路149巷32號,A3-5F號,中山富寓,1066,113/03/06,106.5,10.01,55.41,bt06,5/10,2-1-2土2建1車0,1房1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2667,信義區基隆路一段,F-9F號,青后,2945,113/03/06,150.7,19.54,56.95,bt05,9/23,4-1-4土4建1車0,2房2廳1衛,,(第二組)多戶住宅(H-2),鋼骨RC造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2668,中山區新生北路二段68巷,A棟A-22F號,中山麗池,5267,113/03/06,120.8,48.05,56.41,bt05,22/23,40-1-40土40建1車1,3房2廳2衛,375,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
