index,座落,棟及號,建案名稱,總價,交易日期,單價,總面積,主建物占比,型態,樓別/棟高,交易標的,建物格局,車位總價,主要用途,主要建材,解約情形,交易明細,功能,備註,
560,中山區松江路184巷,A-3號,松江阡語,2896,113/06/04,123.8,24.89,61.5,bt05,3/12,4-1-4土4建1車1,2房2廳2衛,200,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,"交易總價含下列非屬預售屋價格之費用:裝潢費760,000元;",
561,南港區三重里南港路一段20之1號,A棟A5-04F號,國協天玥,2893,113/06/04,125.6,23.04,60.58,bt05,4/18,41-1-41土41建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
562,大安區樂業街94巷,B棟B2-9F號,全坤御峰,3660,113/06/04,136.4,34.34,60.53,bt05,9/16,28-1-28土28建1車1,3房2廳1衛,340,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
563,中正區水源路161-1號共13筆,A2棟0號,鼎吉水岸,1530,113/06/04,103.8,14.75,65.19,bt05,4/15,10-1-10土10建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
564,中山區民生東路二段及新生北路二段,D-11F號,佳元當代美術館,3945,113/06/04,143.6,33.62,60.07,bt05,11/15,7-1-7土7建1車1,2房2廳2衛,335,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
565,南港區南港路二段51號,E棟2號,世界明珠,16247,113/06/03,158,133.42,61.84,bt05,17/30,1-1-1土1建1車3,,1050,住家用,鋼骨鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,毛胚屋,
566,北投區洲美里福美路與福善路,A3-3F號,遠雄商舟,14447,113/06/03,65.4,242.95,,bt04,3/18,1-1-1土1建1車6,,1385,商業用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 預售備查,,
567,北投區洲美里福美路與福善路,A5-3F號,遠雄商舟,12991,113/06/03,65.5,220.69,,bt04,3/18,1-1-1土1建1車6,,1370,商業用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 預售備查,,
568,中山區錦州街10號,D棟7F號,鉑舍,1718,113/06/03,112.1,15.33,56.67,bt05,7/15,1-1-1土1建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
569,北投區文林北路與文承路交叉口,A1-02號,華固上文林,6850,113/06/03,120.5,56.87,60.77,bt05,2/25,3-1-3土3建1車0,3房2廳3衛,,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
570,中山區南京東路三段89巷4弄,B1-5F號,新潤朗格,6450,113/06/03,140.7,53.54,57.51,bt05,5/14,3-1-3土3建1車1,3房2廳2衛,310,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,雨遮不計價,
571,大安區義安里信義路四段,A5-17F號,耑岫,6070,113/06/03,214.5,28.3,58.6,bt05,17/23,11-1-11土11建1車0,1房2廳1衛,,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
572,北投區建民里文承路,B-12F號,新潤潤心,3990,113/06/03,120.2,38.31,61.1,bt05,12/12,1-1-1土1建1車1,2房2廳2衛,300,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
573,南港區三重里南港路一段20之1號,B棟B5-12F號,國協天玥,3307,113/06/03,131,32.98,60.58,bt05,12/15,41-1-41土41建1車1,2房2廳1衛,290,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
574,南港區三重里南港路一段20之1號,A棟A7-09F號,國協天玥,4245,113/06/03,124.6,41.54,60.96,bt05,9/18,41-1-41土41建1車1,2房2廳2衛,310,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
575,中山區集英里錦西街4之1號,A3-4F號,恆合中山,2500,113/06/03,110.5,22.63,61.88,bt05,4/15,4-1-4土4建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,親友、員工、共有人或其他特殊關係間之交易,
576,信義區基隆路一段,A棟6號,吉祥．如藝,4225,113/06/03,139.2,30.35,59.47,bt05,18/23,10-1-10土10建1車0,2房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
577,大安區樂業街94巷,A棟A5-15F號,全坤御峰,6508,113/06/03,140.3,61.96,61.44,bt05,15/17,28-1-28土28建1車2,3房2廳2衛,620,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,露台坪數約3.65坪,
578,大安區古風里泰順街62巷(與辛亥路一段77巷巷口),A棟A1-04F號,文与堂,8830,113/06/03,151.4,77.94,61.52,bt05,4/21,27-1-27土27建1車2,3房2廳2衛,740,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
579,大安區古風里泰順街62巷(與辛亥路一段77巷巷口),A棟A3-08F號,文与堂,7500,113/06/03,153.6,58.67,60.93,bt05,8/21,27-1-27土27建1車1,3房2廳2衛,370,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
580,中正區衡陽路102號,A1-21F號,全坤衡峰,3291,113/06/03,143.7,22.91,59.74,bt05,21/22,7-1-7土7建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
581,中正區衡陽路102號,A11-8F號,全坤衡峰,3538,113/06/03,123.4,30.64,60.77,bt05,8/22,7-1-7土7建1車1,2房2廳2衛,230,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
582,北投區洲美里福善路,B棟1號,士科大院.,6558,113/06/03,110.4,70.25,57.84,bt05,21/22,4-1-4土4建1車2,3房2廳3衛,640,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
583,中山區新生北路二段68巷,R棟R-14F號,中山麗池,3037,113/06/03,122.5,24.8,52.82,bt05,14/23,40-1-40土40建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
584,中山區新生北路二段68巷,J棟J-09F號,中山麗池,3551,113/06/03,133.4,26.61,58.62,bt05,9/23,40-1-40土40建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,交易總價含下列非屬預售屋價格之費用:裝潢費,
585,中山區民生東路一段18號,A棟A2-10F號,昀集柏寓,2817.2,113/06/03,120,25.31,60.38,bt05,10/15,7-1-7土7建1車1,2房1廳2衛,230,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
586,中山區民生東路一段18號,A棟A4-13F號,昀集柏寓,4550,113/06/03,132,41.73,61.27,bt05,13/15,7-1-7土7建1車1,2房1廳2衛,280,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
587,中山區民生東路一段18號,B棟B7-2F號,昀集柏寓,1285,113/06/03,123.6,10.39,52.53,bt05,2/15,7-1-7土7建1車0,1房1廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
588,中山區民生東路一段18號,B棟B7-3F號,昀集柏寓,1290,113/06/03,124.1,10.39,52.53,bt05,3/15,7-1-7土7建1車0,1房1廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
589,中山區民生東路一段18號,B棟B17-12F號,昀集柏寓,3027.9,113/06/03,122,31.74,58.53,bt05,12/15,7-1-7土7建1車1,2房1廳1衛,300,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
590,中山區民生東路二段及新生北路二段,B-4F號,佳元當代美術館,5192,113/06/03,129.8,46.17,59.31,bt05,4/15,7-1-7土7建1車1,3房2廳2衛,395,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
591,中山區民生東路二段新生北路二段,F-6F號,佳元當代美術館,4379,113/06/03,130.9,33.44,60.38,bt05,6/15,7-1-7土7建1車0,3房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
592,中山區遼寧街105巷36號,D-5F號,TWINLINE,1980,113/06/02,140.9,14.05,57.43,bt06,5/9,3-1-3土3建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
593,中山區遼寧街105巷36號,A-4F號,TWINLINE,1510,113/06/02,142.3,10.61,56.06,bt06,4/9,3-1-3土3建1車0,1房1衛,,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
594,大安區安東街35巷,B號,親家JIA,4563,113/06/02,151.9,34.91,52.03,bt05,5/13,12-1-12土12建1車1,2房1廳1衛,390,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
595,中正區漢口街一段77號,C號,品嘉77,2175,113/06/02,113.6,20.92,53.74,bt05,13/15,1-1-1土1建1車1,1房1廳1衛,200,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
596,信義區基隆路二段２２號旁,A5-5F號,華誼信義-閱明,5067,113/06/02,154.1,32.88,58.56,bt05,5/24,15-1-15土15建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
597,南港區昆陽街,F/06F號,豐琚,4088,113/06/02,128.4,40.93,57.62,bt05,6/14,6-1-6土6建1車1,2房2廳1衛,330,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
598,南港區三重里南港路一段20之1號,A棟A5-08F號,國協天玥,3007,113/06/02,130.5,23.04,60.58,bt05,8/18,41-1-41土41建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
599,中正區重慶南路三段124巷2號,H-19F號,全坤富御,3420,113/06/02,102.5,39.14,55.28,bt05,19/22,13-1-13土13建1車1,2房2廳2衛,140,住家用,鋼骨混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,本戶總面積含雨遮(計坪不計價)：4.80㎡(1.45坪),
600,文山區秀明路一段７號旁,B棟B6-13F號,安家湛,2655,113/06/02,94.3,35.35,60.44,bt05,13/14,9-1-9土9建1車1,2房2廳2衛,335,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
601,文山區秀明路一段７號旁,B棟B7-7F號,安家湛,2088,113/06/02,89.4,23.37,61.35,bt05,7/14,9-1-9土9建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
602,文山區秀明路一段７號旁,B棟B7-14F號,安家湛,2538,113/06/02,93.4,34.13,61.35,bt05,14/14,9-1-9土9建1車1,2房2廳2衛,355,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
603,中正區文盛里羅斯福路三段,D-15F號,里哲,2888,113/06/02,135.5,24.81,57.37,bt05,15/15,8-1-8土8建1車1,1房1廳1衛,250,住商用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
604,中正區文盛里羅斯福路三段,C-12F號,里哲,6000,113/06/02,138,47.01,57.61,bt05,12/15,8-1-8土8建1車1,3房2廳2衛,250,住商用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
605,中山區集英里錦西街4之1號,A6-5F號,恆合中山,2212,113/06/02,114.5,19.32,62.06,bt05,5/15,4-1-4土4建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
606,大安區樂業街94巷,A棟A6-4F號,全坤御峰,3550,113/06/02,132.3,34.34,60.53,bt05,4/17,28-1-28土28建1車1,3房2廳1衛,330,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
607,大安區樂業街94巷,B棟B3-14F號,全坤御峰,5988,113/06/02,141.9,56.98,60.47,bt05,14/16,28-1-28土28建1車2,3房2廳2衛,740,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
608,中山區新生北路149巷32號,A1-3F號,中山富寓,1573,113/06/02,104.9,14.99,55.04,bt06,3/10,2-1-2土2建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
609,中山區民生東路二段及新生北路二段,F-14F號,佳元當代美術館,5088,113/06/02,139.1,43.23,59.27,bt05,14/15,7-1-7土7建1車1,3房2廳2衛,360,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
610,中山區民生東路一段18號,A棟A3-12F號,昀集柏寓,2000,113/06/02,128.6,15.56,53.41,bt05,12/15,7-1-7土7建1車0,2房1廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
611,中山區民生東路一段18號,A棟A4-12F號,昀集柏寓,4400,113/06/02,126.7,41.73,61.27,bt05,12/15,7-1-7土7建1車1,2房1廳2衛,300,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
612,中山區民生東路一段18號,A棟A5-4F號,昀集柏寓,4196,113/06/02,121,41.73,61.27,bt05,4/15,7-1-7土7建1車1,2房1廳2衛,280,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
613,南港區東新里興南街,B棟B1-02F號,擎天森林,4530,113/06/01,102.9,47.43,55.39,bt05,2/26,1-1-1土1建1車1,3房2廳2衛,380,住家用,鋼骨混凝土造,,明細加入比較,  Line 建坪單價計算,"預售屋雨遮計坪不計價
此戶為露臺戶,坪數為14.5坪",
614,大安區安東街35巷,J號,親家JIA,3744,113/06/01,157.4,28.86,52.26,bt05,9/13,12-1-12土12建1車1,2房1廳1衛,375,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
615,北投區文林北路與文承路交叉口,A3-18號,華固上文林,6168,113/06/01,122.4,56.11,59.25,bt05,18/25,3-1-3土3建1車1,3房2廳2衛,280,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
616,北投區建民里承德路六段,E-09F號,士科潤山,3562,113/06/01,122,34.11,54.45,bt05,9/18,1-1-1土1建1車1,2房2廳2衛,300,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
617,中山區南京東路三段89巷4弄,B2-6F號,新潤朗格,6963,113/06/01,143.1,55.02,56.73,bt05,6/14,3-1-3土3建1車1,3房2廳3衛,310,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,雨遮不計價,
618,中山區南京東路三段89巷4弄,B1-14F號,新潤朗格,5455,113/06/01,148.9,44.19,56.62,bt05,14/14,3-1-3土3建1車1,2房2廳2衛,350,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,雨遮不計價,
619,中正區臨沂街33巷,4F-A0號,日健邸,4228,113/06/01,148.9,37.3,59.04,bt05,4/12,1-1-1土1建1車1,2房2廳1衛,280,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
620,信義區基隆路二段２３號旁,F-8F號,華誼信義-閱翠,2931,113/06/01,172.6,16.98,55.62,bt05,8/24,19-1-19土19建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
621,信義區基隆路二段２３號旁,F-11F號,華誼信義-閱翠,2946,113/06/01,173.6,16.97,55.64,bt05,11/24,19-1-19土19建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
622,南港區昆陽街,F/09F號,豐琚,5278,113/06/01,131.5,49.31,59.17,bt05,9/14,6-1-6土6建1車1,3房2廳2衛,330,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
623,北投區建民里文承路,A-7F號,新潤潤心,3338,113/06/01,116.6,33.04,58.54,bt05,7/12,1-1-1土1建1車1,2房2廳2衛,300,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
624,內湖區行善路281巷19弄,A2-4F號,國泰承真,6316,113/06/01,118.6,61.32,64.1,bt05,4/14,1-1-1土1建1車1,3房2廳2衛,350,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
625,南港區三重里南港路一段20之1號,A棟A1-11F號,國協天玥,3685,113/06/01,120.3,38.05,60.68,bt05,11/18,41-1-41土41建1車1,2房2廳2衛,305,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
626,南港區三重里南港路一段20之1號,A棟A7-10F號,國協天玥,4306,113/06/01,126.2,41.54,60.96,bt05,10/18,41-1-41土41建1車1,2房2廳2衛,320,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
627,中山區松江路184巷,A-5號,松江阡語,2930,113/06/01,124,24.89,61.5,bt05,5/12,4-1-4土4建1車1,2房2廳2衛,230,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
628,中山區松江路184巷,A-2號,松江阡語,2790,113/06/01,118.9,24.89,61.5,bt05,2/12,4-1-4土4建1車1,2房2廳2衛,200,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
629,文山區秀明路一段７號旁,B棟B2-2F號,安家湛,3290,113/06/01,92.4,42.52,59.44,bt05,2/14,9-1-9土9建1車1,3房2廳2衛,355,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
630,中正區龍興里南海路70號,C棟3F號,雍雋品,5750,113/06/01,114.3,68.26,58.27,bt05,3/20,15-1-15土15建1車2,3房2廳2衛,580,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
631,信義區基隆路一段,A棟5號,吉祥．如藝,3921,113/06/01,129.2,30.35,59.47,bt05,10/23,10-1-10土10建1車0,2房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
632,信義區基隆路一段,A棟6號,吉祥．如藝,4523,113/06/01,136,38.79,59.47,bt05,21/23,10-1-10土10建1車1,2房2廳1衛,395,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
633,大安區樂業街94巷,B棟B6-13F號,全坤御峰,5132,113/06/01,133.5,46.12,60.26,bt05,13/16,28-1-28土28建1車1,3房2廳2衛,310,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
634,大安區樂業街94巷,B棟B3-7F號,全坤御峰,4998,113/06/01,128.8,46.16,59.94,bt05,7/16,28-1-28土28建1車1,3房2廳2衛,340,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
